Student_ID,Name,Gender,Age,Education_Level,Discipline,Skills,Preferred_Location,Fallback_City,Sector_Interest,Category,District_Type,CGPA,Percentage,Availability,Preferred_Mode,Languages_Known,Experience_Level,Project_Experience,Num_Projects,Aptitude_Score,Soft_Skills_Rating,Relocation_Willingness,Smart_City_Preference,Smart_Domain_Interest
S03960,Adweta Parsa,Male,27,PhD,Engineering,Finance,Mumbai,Pune,Agriculture,SC,Urban,6.38,94,Part-time,Online,Regional,Fresher,No,4,72,2,No,Jaipur,Healthcare
S03961,Radha Dube,Male,25,UG,Engineering,Marketing,Hyderabad,Warangal,IT,GEN,Urban,6.3,95,Full-time,Hybrid,"Hindi, Regional",Fresher,No,4,60,1,Yes,Delhi,Energy
S03962,Laksh Pandya,Other,19,PG,Science,"ML, App Dev",Chennai,Coimbatore,Manufacturing,EWS,Aspirational,8.32,82,Part-time,Online,"Hindi, English",1-2 years,Yes,4,73,1,Yes,Jaipur,Energy
S03963,Lipika Raman,Other,29,PhD,Arts,AI,Mumbai,Pune,Finance,SC,Urban,8.49,81,Part-time,Hybrid,"Hindi, Regional",1-2 years,No,5,50,5,No,Mysuru,Healthcare
S03964,Qadim Seth,Female,26,PhD,Commerce,Finance,Patna,Gaya,Manufacturing,EWS,Aspirational,6.56,86,Part-time,Online,"Regional, English",2+ years,No,2,63,3,No,Delhi,Energy
S03965,Yamini Ratti,Male,29,PG,Engineering,Python,Warangal,Bangalore,Smart Mobility,OBC,Aspirational,9.88,98,Full-time,Offline,"English, Regional",Fresher,No,4,81,2,Yes,Chennai,Waste Management
S03966,Farhan Dayal,Male,19,PhD,Management,ML,Surat,Vadodara,Healthcare,ST,Urban,7.63,83,Part-time,Offline,Hindi,1-2 years,No,3,95,4,No,Coimbatore,Energy
S03967,Finn Salvi,Female,24,PhD,Arts,Blockchain,Delhi,Gurugram,Agriculture,SC,Rural,7.6,65,Full-time,Hybrid,"English, Hindi",Fresher,No,4,92,2,No,Durgapur,Energy
S03968,Varsha Wadhwa,Other,24,PhD,Management,"Marketing, SQL, AI",Coimbatore,Delhi,IT,EWS,Urban,7.11,71,Full-time,Hybrid,English,1-2 years,Yes,1,73,5,Yes,Mysuru,Waste Management
S03969,Harshil Saini,Male,21,UG,Engineering,App Dev,Noida,Delhi,IT,GEN,Rural,5.31,55,Full-time,Offline,"Regional, Hindi",Fresher,Yes,5,49,1,No,Chennai,Waste Management
S03970,Oeshi Bhardwaj,Other,25,PG,Arts,Web Dev,Ahmedabad,Surat,Education,ST,Aspirational,7.22,57,Part-time,Offline,Hindi,Fresher,Yes,3,65,4,Yes,Pune,Governance
S03971,Aarna Randhawa,Female,20,PhD,Engineering,"Data Science, AI, C++",Indore,Bhopal,Public Policy,EWS,Aspirational,5.12,78,Full-time,Offline,"English, Hindi",1-2 years,No,5,75,4,No,Bhopal,Mobility
S03972,Priya Raju,Female,19,PhD,Commerce,"Cloud, C++, Java, Blockchain",Warangal,Pune,Manufacturing,OBC,Rural,5.12,69,Part-time,Offline,"English, Hindi",Fresher,No,6,91,3,No,Hyderabad,Water Supply
S03973,Rachita Verma,Male,28,PhD,Commerce,"Data Science, IoT, Marketing",Jaipur,Delhi,Finance,SC,Urban,8.78,97,Full-time,Offline,English,2+ years,Yes,3,52,1,No,Hyderabad,Water Supply
S03974,Eesha Johal,Female,18,PG,Management,"Python, Marketing, Java",Surat,Vadodara,Research,GEN,Urban,8.75,89,Full-time,Offline,"Regional, English",Fresher,No,6,95,4,Yes,Pune,Energy
S03975,Harshil Kumer,Female,26,PhD,Engineering,"SQL, AI, Python, Cybersecurity",Mysuru,Delhi,E-Governance,SC,Rural,6.37,89,Full-time,Online,"English, Hindi",1-2 years,Yes,2,53,1,No,Gurugram,Water Supply
S03976,Jairaj Kala,Male,28,PhD,Management,"C++, Cybersecurity, App Dev",Warangal,Bangalore,IT,SC,Rural,6.48,90,Part-time,Online,Regional,1-2 years,Yes,0,61,3,No,Durgapur,Waste Management
S03977,Kalpit Chaudhari,Other,27,PG,Science,"C++, SQL, ML, Cloud",Indore,Bhopal,Healthcare,SC,Rural,7.67,76,Full-time,Offline,Hindi,1-2 years,Yes,1,86,5,Yes,Pune,Water Supply
S03978,Faras Oak,Female,22,PG,Arts,"Public Policy, Web Dev, Data Science",Gurugram,Chennai,Smart Mobility,OBC,Rural,5.98,63,Full-time,Hybrid,Regional,Fresher,No,5,76,2,No,Kolkata,Water Supply
S03979,Daksh Srinivas,Female,19,UG,Commerce,"Marketing, Public Policy, Blockchain, AI",Warangal,Pune,Smart Mobility,EWS,Aspirational,7.89,57,Part-time,Offline,English,Fresher,Yes,4,51,3,No,Indore,Governance
S03980,Wridesh Dhar,Other,19,PhD,Commerce,"Web Dev, Java",Mumbai,Pune,IT,GEN,Urban,7.81,58,Part-time,Offline,English,2+ years,No,2,78,2,Yes,Hyderabad,Mobility
S03981,Nitara Bassi,Other,25,UG,Commerce,"IoT, Web Dev, Finance",Mysuru,Delhi,Public Policy,GEN,Rural,6.17,78,Part-time,Online,"Hindi, English",1-2 years,No,1,48,4,No,Warangal,Water Supply
S03982,Damini Keer,Other,23,PG,Engineering,Marketing,Ahmedabad,Surat,Research,OBC,Urban,5.73,82,Full-time,Hybrid,"Hindi, Regional",1-2 years,Yes,2,75,5,No,Kanpur,Governance
S03983,Brinda Radhakrishnan,Other,20,UG,Management,"ML, SQL, Blockchain",Coimbatore,Hyderabad,Healthcare,GEN,Aspirational,9.32,57,Full-time,Online,Regional,Fresher,No,5,80,5,No,Nagpur,Energy
S03984,Krishna Dhar,Male,21,UG,Management,IoT,Noida,Delhi,IT,EWS,Urban,6.92,67,Part-time,Offline,"Regional, Hindi",1-2 years,No,5,68,4,Yes,Pune,Mobility
S03985,Vivaan Sahni,Other,26,UG,Management,"Marketing, App Dev",Hyderabad,Warangal,E-Governance,GEN,Aspirational,6.06,59,Full-time,Hybrid,English,2+ years,No,4,83,2,Yes,Kolkata,Mobility
S03986,Janya Lall,Male,29,UG,Commerce,"App Dev, SQL",Mysuru,Mumbai,Finance,SC,Rural,8.06,80,Part-time,Hybrid,"Regional, Hindi",2+ years,Yes,6,55,1,Yes,Nagpur,Governance
S03987,Rishi Varkey,Female,25,PhD,Management,"ML, Public Policy",Ahmedabad,Surat,E-Governance,SC,Rural,9.08,59,Full-time,Hybrid,"Hindi, English",Fresher,Yes,5,73,5,No,Warangal,Water Supply
S03988,Ryan Walla,Male,27,UG,Engineering,"Web Dev, App Dev, Data Science",Delhi,Gurugram,Manufacturing,EWS,Aspirational,5.61,92,Part-time,Online,"Regional, English",Fresher,No,1,82,4,Yes,Nagpur,Healthcare
S03989,Imaran Gade,Male,21,PG,Arts,"App Dev, SQL, ML",Indore,Bhopal,Healthcare,EWS,Aspirational,5.24,77,Part-time,Online,"Regional, Hindi",Fresher,Yes,5,91,3,No,Gurugram,Mobility
S03990,Triya Bhavsar,Female,24,UG,Arts,"Data Science, C++",Nagpur,Bangalore,Manufacturing,EWS,Rural,8.99,87,Part-time,Hybrid,Hindi,1-2 years,Yes,3,45,1,No,Chandigarh,Waste Management
S03991,Hitesh Khare,Female,26,PG,Arts,"Cloud, Cybersecurity",Kanpur,Mumbai,E-Governance,SC,Aspirational,7.76,84,Full-time,Hybrid,Hindi,2+ years,Yes,0,91,3,No,Surat,Healthcare
S03992,Fiyaz Doshi,Female,28,PhD,Science,Python,Bangalore,Mysuru,E-Governance,ST,Rural,5.96,67,Full-time,Online,Hindi,2+ years,No,5,52,3,Yes,Ahmedabad,Healthcare
S03993,Aashi Chad,Male,26,UG,Arts,"C++, Python, Cybersecurity, ML",Surat,Vadodara,Healthcare,EWS,Urban,6.16,94,Full-time,Hybrid,English,1-2 years,No,1,60,2,No,Chennai,Mobility
S03994,Gunbir Ganesh,Female,22,PG,Commerce,SQL,Bhopal,Indore,Public Policy,EWS,Rural,7.88,78,Part-time,Online,English,1-2 years,No,1,57,1,Yes,Jaipur,Energy
S03995,Advik Manne,Female,27,PhD,Management,"Cybersecurity, ML",Delhi,Gurugram,IT,GEN,Aspirational,8.46,91,Full-time,Online,"Regional, Hindi",1-2 years,No,4,81,5,No,Coimbatore,Water Supply
S03996,Zashil More,Male,20,UG,Engineering,"Marketing, IoT",Nagpur,Bangalore,Education,GEN,Rural,8.34,96,Full-time,Hybrid,Hindi,1-2 years,No,1,69,5,Yes,Delhi,Energy
S03997,Farhan Shukla,Other,21,PhD,Engineering,Cloud,Bhopal,Indore,Healthcare,EWS,Urban,9.86,72,Full-time,Offline,Regional,2+ years,Yes,6,40,4,Yes,Guwahati,Water Supply
S03998,Maanas Gill,Other,18,UG,Management,Java,Kolkata,Durgapur,Research,EWS,Urban,6.81,69,Part-time,Online,"English, Hindi",Fresher,No,1,67,2,No,Ahmedabad,Water Supply
S03999,Laban Saha,Male,18,PG,Commerce,"Finance, AI, Data Science, Java",Indore,Bhopal,Public Policy,OBC,Aspirational,9.84,70,Full-time,Online,"Hindi, English",2+ years,No,6,100,2,No,Durgapur,Governance
S04000,Zehaan Nori,Female,24,PG,Arts,Java,Noida,Delhi,Research,SC,Rural,9.43,59,Part-time,Online,Hindi,Fresher,Yes,0,50,4,Yes,Patna,Healthcare
S04001,Anika Keer,Other,29,PhD,Commerce,"ML, SQL",Gurugram,Bangalore,Public Policy,OBC,Aspirational,8.17,86,Part-time,Offline,English,1-2 years,Yes,1,70,2,No,Mumbai,Water Supply
S04002,Vivaan Buch,Other,19,UG,Engineering,Finance,Gurugram,Delhi,Research,EWS,Rural,5.44,67,Full-time,Online,"Hindi, Regional",2+ years,Yes,3,91,2,Yes,Kanpur,Waste Management
S04003,Mohini Lall,Other,24,PhD,Engineering,"AI, App Dev, ML, Finance",Gaya,Pune,Education,EWS,Urban,9.65,97,Part-time,Offline,"Regional, Hindi",2+ years,No,1,56,5,No,Vadodara,Mobility
S04004,Samarth Aurora,Male,22,UG,Commerce,"Data Science, Public Policy, Java, AI",Mysuru,Delhi,IT,ST,Rural,8.15,58,Full-time,Hybrid,Regional,1-2 years,Yes,5,89,5,Yes,Guwahati,Mobility
S04005,Chameli Rege,Male,30,UG,Management,"Java, Data Science",Gurugram,Mumbai,Public Policy,GEN,Urban,6.71,83,Full-time,Offline,Hindi,Fresher,No,4,64,2,No,Gurugram,Energy
S04006,Shaurya Choudhary,Other,26,UG,Commerce,"C++, ML",Indore,Bhopal,Education,SC,Rural,6.66,93,Part-time,Hybrid,"Regional, English",Fresher,No,6,43,3,Yes,Mysuru,Water Supply
S04007,Chavvi Menon,Male,24,PhD,Arts,"IoT, Blockchain",Jaipur,Delhi,Education,EWS,Aspirational,7.63,92,Part-time,Offline,"Hindi, English",2+ years,No,5,48,4,No,Pune,Water Supply
S04008,Girindra Loyal,Other,18,PhD,Engineering,"App Dev, Finance, Blockchain",Lucknow,Kanpur,IT,EWS,Rural,8.67,59,Full-time,Online,"Hindi, Regional",2+ years,No,2,45,4,Yes,Pune,Governance
S04009,Henry Kaul,Other,27,PhD,Engineering,"Cybersecurity, Python, Finance, SQL",Lucknow,Kanpur,Public Policy,SC,Urban,8.35,65,Full-time,Hybrid,"Regional, Hindi",1-2 years,Yes,2,78,1,No,Coimbatore,Mobility
S04010,Samesh Nair,Male,27,UG,Science,"Data Science, Marketing, AI",Mysuru,Pune,Finance,SC,Urban,6.23,78,Full-time,Offline,Hindi,2+ years,No,5,79,5,No,Mumbai,Healthcare
S04011,Rachana Parikh,Female,20,PG,Engineering,"Cloud, Blockchain, SQL",Bhopal,Indore,IT,ST,Rural,7.17,57,Part-time,Offline,Hindi,1-2 years,Yes,2,89,3,Yes,Kolkata,Governance
S04012,Anusha Balay,Other,20,PhD,Engineering,"Cybersecurity, ML",Bhopal,Indore,Research,ST,Rural,8.12,60,Part-time,Online,"Hindi, Regional",1-2 years,Yes,1,87,2,No,Delhi,Healthcare
S04013,Jacob Samra,Other,20,UG,Science,"Cybersecurity, Cloud, App Dev",Jaipur,Delhi,IT,OBC,Rural,5.45,71,Full-time,Offline,"English, Regional",Fresher,No,2,64,3,No,Patna,Mobility
S04014,Urvashi Gara,Female,30,PG,Management,"Finance, Python, AI, Public Policy",Kolkata,Durgapur,Research,ST,Rural,8.28,90,Full-time,Offline,Hindi,Fresher,No,3,59,1,No,Chandigarh,Waste Management
S04015,Girik Guha,Female,24,PhD,Management,"IoT, ML, Python",Bangalore,Mysuru,IT,GEN,Rural,7.82,95,Part-time,Offline,English,Fresher,No,4,80,3,Yes,Lucknow,Water Supply
S04016,Vamakshi Bansal,Male,19,PhD,Management,"Data Science, C++",Gaya,Pune,Manufacturing,GEN,Rural,6.81,68,Full-time,Hybrid,"English, Regional",1-2 years,Yes,4,92,2,Yes,Mysuru,Water Supply
S04017,Zinal Hegde,Other,24,PhD,Arts,"Marketing, SQL",Warangal,Mumbai,Healthcare,OBC,Rural,6.05,96,Full-time,Offline,Regional,2+ years,No,6,73,2,Yes,Durgapur,Governance
S04018,Nicholas Bava,Other,26,PhD,Arts,"Public Policy, App Dev, C++, Cloud",Warangal,Delhi,Agriculture,GEN,Rural,9.13,76,Part-time,Online,"Hindi, Regional",1-2 years,No,4,62,5,No,Nagpur,Governance
S04019,Leena Sridhar,Other,21,PhD,Management,"App Dev, Data Science",Noida,Delhi,Finance,OBC,Rural,5.38,72,Part-time,Online,Regional,2+ years,Yes,1,70,1,No,Mumbai,Mobility
S04020,Wishi Sehgal,Other,22,UG,Management,Cloud,Lucknow,Kanpur,Agriculture,OBC,Aspirational,9.81,61,Part-time,Hybrid,English,2+ years,No,3,63,3,Yes,Kolkata,Governance
S04021,Siya Rajagopal,Female,20,PG,Commerce,"C++, Blockchain",Ahmedabad,Surat,Healthcare,ST,Urban,8.23,82,Full-time,Online,"Regional, English",Fresher,No,3,56,3,Yes,Coimbatore,Governance
S04022,Yashodhara Srinivas,Male,23,PG,Management,"Blockchain, AI",Gurugram,Bangalore,Agriculture,ST,Urban,8.28,57,Part-time,Offline,"Regional, Hindi",2+ years,No,1,85,1,Yes,Nagpur,Energy
S04023,Yash Joshi,Female,28,UG,Science,"Cybersecurity, Public Policy, SQL",Indore,Bhopal,Research,SC,Urban,5.41,70,Part-time,Hybrid,English,2+ years,No,6,98,4,No,Ahmedabad,Waste Management
S04024,Kashish Bava,Other,24,PhD,Management,"Cloud, Data Science",Chennai,Coimbatore,Smart Mobility,EWS,Urban,6.15,83,Part-time,Offline,"Hindi, Regional",2+ years,No,4,40,3,No,Coimbatore,Energy
S04025,Elijah Kar,Other,19,UG,Arts,"AI, C++, Finance",Gurugram,Pune,Education,OBC,Urban,6.52,65,Part-time,Hybrid,Regional,1-2 years,No,2,60,3,Yes,Chandigarh,Governance
S04026,Amruta Kapoor,Male,20,UG,Arts,Java,Gurugram,Delhi,Healthcare,ST,Aspirational,7.51,58,Part-time,Hybrid,English,1-2 years,No,1,81,3,No,Jaipur,Water Supply
S04027,Utkarsh Korpal,Other,27,UG,Commerce,"ML, Cybersecurity, Cloud",Pune,Mumbai,E-Governance,EWS,Rural,6.12,90,Part-time,Hybrid,"Hindi, Regional",1-2 years,Yes,3,89,5,No,Nagpur,Energy
S04028,Aarna Lata,Other,22,UG,Arts,"AI, IoT, App Dev, Python",Indore,Bhopal,Manufacturing,OBC,Aspirational,9.73,69,Part-time,Online,"Hindi, Regional",1-2 years,Yes,5,73,1,Yes,Ahmedabad,Mobility
S04029,Nimrat Suresh,Other,20,PhD,Commerce,"Finance, Web Dev, Python, Blockchain",Vadodara,Mumbai,Public Policy,OBC,Aspirational,8.26,64,Part-time,Online,Hindi,1-2 years,Yes,4,40,2,No,Gurugram,Governance
S04030,Peter Seth,Male,22,UG,Commerce,"Java, AI",Delhi,Gurugram,E-Governance,ST,Urban,6.85,76,Part-time,Online,"Hindi, English",1-2 years,Yes,0,43,3,Yes,Mysuru,Governance
S04031,Nathaniel Sidhu,Other,28,UG,Engineering,"Cybersecurity, IoT, Data Science, App Dev",Patna,Gaya,Smart Mobility,OBC,Aspirational,9.62,92,Full-time,Online,Regional,Fresher,No,0,68,2,Yes,Jaipur,Water Supply
S04032,William Sur,Male,25,PG,Management,"App Dev, IoT",Chennai,Coimbatore,Healthcare,OBC,Rural,7.64,84,Part-time,Online,"Regional, English",2+ years,Yes,2,49,4,No,Jaipur,Healthcare
S04033,Fitan Wali,Female,24,UG,Arts,"Public Policy, Data Science, Finance",Kanpur,Hyderabad,Public Policy,SC,Urban,5.91,83,Part-time,Online,"English, Hindi",1-2 years,No,4,45,4,Yes,Mysuru,Water Supply
S04034,Nitesh Rajagopalan,Other,23,PhD,Arts,"IoT, Python, Public Policy, Cloud",Kanpur,Hyderabad,Finance,ST,Urban,6.8,55,Part-time,Hybrid,"English, Regional",1-2 years,Yes,5,49,4,Yes,Kanpur,Healthcare
S04035,Rudra Oak,Other,30,PG,Engineering,"Marketing, ML, Python, Public Policy",Noida,Delhi,Manufacturing,OBC,Urban,7.21,85,Full-time,Online,Hindi,1-2 years,No,3,56,1,No,Nagpur,Energy
S04036,Vrinda Nagy,Male,30,PhD,Management,"Marketing, Cybersecurity, Python, IoT",Surat,Vadodara,Education,EWS,Aspirational,5.69,81,Full-time,Hybrid,"English, Regional",1-2 years,Yes,1,77,2,No,Nagpur,Waste Management
S04037,Anmol Menon,Male,27,PG,Commerce,Cloud,Durgapur,Pune,Research,GEN,Urban,9.76,59,Part-time,Hybrid,English,Fresher,No,2,46,3,Yes,Kolkata,Energy
S04038,Indrajit Patil,Male,29,PhD,Engineering,"Data Science, Cloud, Public Policy, App Dev",Bangalore,Mysuru,Healthcare,ST,Urban,8.11,64,Part-time,Offline,"Regional, English",2+ years,No,5,77,2,Yes,Durgapur,Water Supply
S04039,Ira Warrior,Female,28,PhD,Engineering,"Finance, C++",Patna,Gaya,Education,ST,Rural,5.8,92,Part-time,Offline,English,Fresher,Yes,0,79,2,Yes,Kolkata,Waste Management
S04040,Gabriel D’Alia,Other,22,UG,Commerce,SQL,Gaya,Chennai,Manufacturing,EWS,Urban,9.93,73,Full-time,Offline,"Regional, English",1-2 years,No,0,55,5,Yes,Hyderabad,Mobility
S04041,Chakradhar Padmanabhan,Other,22,PhD,Engineering,Blockchain,Chandigarh,Delhi,IT,ST,Aspirational,6.85,69,Part-time,Offline,"Regional, English",Fresher,No,0,60,1,Yes,Gurugram,Healthcare
S04042,Jagrati Pathak,Male,18,PG,Commerce,AI,Lucknow,Kanpur,Healthcare,OBC,Urban,9.53,72,Full-time,Hybrid,Regional,1-2 years,No,4,45,5,Yes,Chennai,Healthcare
S04043,Abeer Gill,Male,30,PhD,Management,Data Science,Kanpur,Hyderabad,Agriculture,ST,Aspirational,9.03,73,Full-time,Offline,Regional,1-2 years,Yes,6,53,1,Yes,Mysuru,Mobility
S04044,Om Manne,Female,25,PG,Arts,ML,Guwahati,Kolkata,E-Governance,GEN,Rural,5.59,68,Part-time,Offline,"Hindi, English",Fresher,No,5,99,3,No,Nagpur,Water Supply
S04045,Dalbir Devi,Other,19,PG,Engineering,"Finance, App Dev",Jaipur,Delhi,IT,EWS,Aspirational,7.53,93,Full-time,Hybrid,Hindi,Fresher,Yes,3,61,2,Yes,Chandigarh,Waste Management
S04046,Alexander Ram,Female,30,PG,Science,"Blockchain, Data Science, Public Policy",Ahmedabad,Surat,Healthcare,ST,Aspirational,8.92,85,Full-time,Hybrid,English,1-2 years,Yes,1,77,4,Yes,Mumbai,Energy
S04047,Bhavya Apte,Other,18,PhD,Management,"Python, Marketing",Bhopal,Indore,Public Policy,OBC,Rural,6.93,57,Full-time,Hybrid,English,Fresher,Yes,1,66,2,No,Gaya,Healthcare
S04048,Indali Sarkar,Female,30,PG,Engineering,"Cybersecurity, SQL, Java, App Dev",Pune,Mumbai,E-Governance,SC,Aspirational,8.67,62,Full-time,Hybrid,"Regional, Hindi",2+ years,Yes,6,59,4,Yes,Surat,Water Supply
S04049,Lopa Mani,Other,19,PhD,Arts,"SQL, Blockchain, Finance",Pune,Mumbai,Research,GEN,Aspirational,9.76,63,Part-time,Online,English,Fresher,Yes,5,78,3,Yes,Hyderabad,Governance
S04050,Triveni Bhattacharyya,Male,30,PG,Commerce,"Public Policy, SQL, C++",Bangalore,Mysuru,Research,GEN,Urban,8.76,76,Part-time,Online,Hindi,1-2 years,Yes,6,91,5,Yes,Kolkata,Governance
S04051,Falguni Dutt,Other,20,UG,Science,"Marketing, Cloud, C++, SQL",Surat,Vadodara,Healthcare,GEN,Rural,5.64,95,Full-time,Offline,Hindi,1-2 years,No,1,83,4,No,Bangalore,Waste Management
S04052,Radhika Prabhu,Male,28,PhD,Commerce,"SQL, AI",Mumbai,Pune,Healthcare,SC,Aspirational,6.81,76,Part-time,Hybrid,"Hindi, Regional",2+ years,No,3,69,4,No,Gaya,Water Supply
S04053,Ekansh Korpal,Other,29,PhD,Management,"Finance, Cloud, Java, SQL",Jaipur,Delhi,Smart Mobility,ST,Urban,9.94,84,Full-time,Offline,Regional,Fresher,No,3,60,3,Yes,Chandigarh,Mobility
S04054,Yug Raman,Male,24,UG,Arts,"Web Dev, Marketing, Public Policy",Patna,Gaya,IT,GEN,Aspirational,6.47,94,Full-time,Hybrid,"Hindi, English",1-2 years,Yes,4,75,1,Yes,Mumbai,Governance
S04055,Varenya Nagarajan,Male,26,PhD,Arts,Java,Warangal,Chennai,Education,SC,Aspirational,5.95,64,Full-time,Online,"English, Regional",1-2 years,No,1,91,2,No,Hyderabad,Governance
S04056,Lopa Lala,Other,25,PhD,Engineering,"AI, Marketing",Warangal,Chennai,IT,GEN,Rural,7.07,81,Part-time,Online,Regional,2+ years,No,5,73,1,No,Coimbatore,Energy
S04057,Omisha Deo,Male,30,PhD,Management,"IoT, AI, Finance, Data Science",Ahmedabad,Surat,IT,GEN,Aspirational,8.43,85,Part-time,Online,"Hindi, English",2+ years,Yes,1,76,4,No,Patna,Energy
S04058,Vedika Dalal,Other,28,UG,Engineering,"C++, Web Dev",Durgapur,Hyderabad,Healthcare,EWS,Rural,5.1,74,Full-time,Hybrid,Hindi,Fresher,Yes,5,92,5,No,Chennai,Healthcare
S04059,Shaurya Ramakrishnan,Male,22,UG,Management,"Blockchain, IoT",Lucknow,Kanpur,IT,SC,Rural,7.45,91,Part-time,Online,"Hindi, Regional",Fresher,Yes,5,52,5,Yes,Gurugram,Energy
S04060,Upkaar Sankar,Other,19,UG,Arts,Java,Surat,Vadodara,Finance,GEN,Rural,8.12,91,Full-time,Offline,"Hindi, English",1-2 years,Yes,4,74,5,Yes,Indore,Governance
S04061,Lavanya Oza,Other,22,UG,Arts,"Java, Finance, ML, Marketing",Surat,Vadodara,Public Policy,SC,Aspirational,8.59,72,Full-time,Online,Regional,2+ years,No,6,93,4,No,Noida,Energy
S04062,Aahana Dugar,Male,26,PhD,Arts,Blockchain,Bangalore,Mysuru,Public Policy,SC,Rural,9.49,84,Full-time,Hybrid,Hindi,1-2 years,No,2,75,1,Yes,Mumbai,Waste Management
S04063,Janani Cherian,Female,28,UG,Engineering,"IoT, Web Dev, Java, Cybersecurity",Ahmedabad,Surat,E-Governance,EWS,Aspirational,9.26,65,Part-time,Online,English,2+ years,No,4,80,5,Yes,Coimbatore,Healthcare
S04064,Mugdha Baria,Male,20,PhD,Commerce,Python,Noida,Delhi,IT,OBC,Rural,5.34,63,Full-time,Offline,Hindi,Fresher,No,2,60,4,Yes,Mumbai,Waste Management
S04065,Ojas Upadhyay,Other,26,PG,Management,"Cloud, Blockchain, ML, Marketing",Vadodara,Bangalore,Smart Mobility,OBC,Rural,7.27,94,Full-time,Offline,"Regional, Hindi",Fresher,Yes,4,66,2,No,Nagpur,Mobility
S04066,Dipta Pal,Other,23,PhD,Engineering,"IoT, App Dev, Web Dev, Finance",Surat,Vadodara,Smart Mobility,GEN,Rural,6.47,83,Part-time,Offline,Regional,1-2 years,Yes,2,40,4,Yes,Bhopal,Energy
S04067,Chandresh Viswanathan,Female,18,PG,Arts,"Cloud, Finance, SQL",Ahmedabad,Surat,IT,OBC,Aspirational,9.25,72,Part-time,Online,"English, Regional",2+ years,Yes,2,92,3,Yes,Hyderabad,Energy
S04068,Devansh Buch,Female,23,PG,Management,"Blockchain, C++, Web Dev, App Dev",Delhi,Gurugram,Education,EWS,Rural,6.59,56,Part-time,Hybrid,Hindi,1-2 years,Yes,4,71,1,Yes,Mumbai,Water Supply
S04069,Indira Mani,Other,25,UG,Science,"Marketing, Python, App Dev",Chennai,Coimbatore,Smart Mobility,EWS,Rural,5.84,67,Full-time,Hybrid,Regional,Fresher,Yes,1,84,1,No,Jaipur,Governance
S04070,Anika Parmar,Male,23,UG,Engineering,"SQL, ML, C++",Kolkata,Durgapur,Agriculture,OBC,Urban,6.77,55,Full-time,Online,"Regional, Hindi",2+ years,Yes,1,80,5,Yes,Nagpur,Waste Management
S04071,Nandini Brahmbhatt,Other,29,UG,Arts,"C++, Marketing, ML",Gaya,Mumbai,Manufacturing,EWS,Aspirational,5.67,87,Full-time,Online,"English, Regional",2+ years,No,3,45,2,No,Mysuru,Energy
S04072,Vrishti Uppal,Other,23,UG,Commerce,"Python, AI, C++",Kanpur,Hyderabad,IT,ST,Rural,5.29,94,Part-time,Online,Regional,Fresher,Yes,3,90,1,No,Gurugram,Governance
S04073,Chaman Mallick,Female,28,UG,Management,"Cloud, Data Science, SQL",Ahmedabad,Surat,IT,EWS,Aspirational,7.81,60,Part-time,Offline,"Regional, Hindi",2+ years,Yes,0,62,2,Yes,Ahmedabad,Governance
S04074,Lopa Parekh,Female,21,PhD,Engineering,"IoT, Data Science, Python",Mysuru,Mumbai,E-Governance,OBC,Urban,6.99,61,Full-time,Offline,"Regional, English",Fresher,Yes,4,71,3,No,Surat,Healthcare
S04075,Upadhriti Aggarwal,Other,22,PG,Science,"Java, Blockchain, Cybersecurity",Coimbatore,Delhi,Manufacturing,OBC,Aspirational,6.3,94,Part-time,Online,Hindi,1-2 years,Yes,4,98,4,Yes,Noida,Water Supply
S04076,Hitesh Kamdar,Female,27,UG,Arts,"Java, Python",Kanpur,Delhi,E-Governance,EWS,Urban,8.94,76,Part-time,Online,"Hindi, Regional",Fresher,No,6,93,1,Yes,Nagpur,Water Supply
S04077,Amol Shroff,Other,23,PhD,Arts,"IoT, Public Policy, Web Dev",Surat,Vadodara,Healthcare,OBC,Urban,5.82,92,Full-time,Online,English,Fresher,No,1,65,4,Yes,Vadodara,Water Supply
S04078,Ganga Patil,Male,25,PhD,Arts,"Web Dev, IoT",Kolkata,Durgapur,Agriculture,ST,Urban,6.82,68,Full-time,Online,"Regional, Hindi",Fresher,No,6,95,1,Yes,Kolkata,Waste Management
S04079,Chaaya Naidu,Male,19,PhD,Commerce,"Python, Cloud",Pune,Mumbai,Healthcare,EWS,Rural,8.02,95,Part-time,Online,Regional,2+ years,Yes,6,75,3,Yes,Guwahati,Mobility
S04080,Aditya Krish,Other,24,UG,Science,"SQL, AI, Finance, Marketing",Bhopal,Indore,E-Governance,ST,Rural,9.99,59,Part-time,Online,Regional,Fresher,Yes,4,83,1,Yes,Kolkata,Energy
S04081,Hredhaan Ramachandran,Other,29,UG,Commerce,"Web Dev, Cybersecurity, ML",Patna,Gaya,IT,OBC,Rural,6.25,98,Part-time,Offline,English,Fresher,No,2,88,5,No,Surat,Waste Management
S04082,Eta Dash,Female,30,UG,Commerce,"Java, Cybersecurity, App Dev",Vadodara,Hyderabad,Finance,GEN,Urban,8.15,93,Full-time,Offline,Hindi,Fresher,Yes,4,100,4,No,Durgapur,Healthcare
S04083,Sudiksha Dhar,Female,22,PG,Arts,"Data Science, Public Policy, AI",Mysuru,Hyderabad,Smart Mobility,EWS,Urban,5.03,68,Full-time,Offline,Hindi,2+ years,Yes,3,53,3,No,Bangalore,Energy
